ve(GHz)	wp(GHz)	A1(dB)
0.01	17.77	-2.1362639819430354
0.010027674772570733	17.77	-2.1421437412269535
0.010055426134445147	17.77	-2.148039487538683
0.010083254297582384	17.77	-2.1539512625227815
0.010111159474528229	17.77	-2.1598791079140014
0.010139141878416625	17.77	-2.1658230655378845
0.010167201722971381	17.77	-2.1717831773101146
0.01019533922250778	17.77	-2.177759485236748
0.010223554591934197	17.77	-2.1837520314144263
0.01025184804675382	17.77	-2.1897608580300707
0.010280219803066183	17.77	-2.1957860073612916
0.01030867007756888	17.77	-2.201827521775842
0.010337199087559226	17.77	-2.2078854437315987
0.010365807050935861	17.77	-2.213959815777072
0.010394494186200535	17.77	-2.22005068055125
0.010423260712459624	17.77	-2.2261580807830517
0.0104521068494259	17.77	-2.2322820592915695
0.010481032817420187	17.77	-2.2384226589865452
0.010510038837373012	17.77	-2.2445799228674597
0.010539125130826398	17.77	-2.2507538940242364
0.01056829191993541	17.77	-2.2569446156364914
0.010597539427469941	17.77	-2.2631521309742912
0.0106268678768164	17.77	-2.269376483397458
0.01065627749197939	17.77	-2.2756177163557085
0.010685768497583504	17.77	-2.2818758733885187
0.010715341118874915	17.77	-2.2881509981254675
0.010744995581723184	17.77	-2.294443134285856
0.010774732112622955	17.77	-2.3007523256783653
0.010804550938695673	17.77	-2.3070786162010544
0.010834452287691402	17.77	-2.313422049842357
0.010864436387990431	17.77	-2.319782670679293
0.010894503468605115	17.77	-2.326160522878467
0.010924653759181585	17.77	-2.33255565069589
0.010954887490001496	17.77	-2.3389680984765007
0.01098520489198387	17.77	-2.345397910654708
0.011015606196686727	17.77	-2.3518451317532745
0.01104609163630893	17.77	-2.358309806384131
0.011076661443691961	17.77	-2.36479197924816
0.011107315852321657	17.77	-2.371291695134547
0.011138055096330085	17.77	-2.3778089989210267
0.011168879410497207	17.77	-2.384343935573762
0.011199789030252752	17.77	-2.3908965501470765
0.011230784191677971	17.77	-2.397466887783931
0.011261865131507537	17.77	-2.404054993714322
0.01129303208713121	17.77	-2.41066091325717
0.011324285296595743	17.77	-2.4172846918181357
0.01135562499860668	17.77	-2.4239263748912183
0.011387051432530151	17.77	-2.430586008057067
0.011418564838394802	17.77	-2.4372636369844054
0.011450165456893476	17.77	-2.4439593074280905
0.011481853529385154	17.77	-2.4506730652306654
0.011513629297896772	17.77	-2.457404956321164
0.01154549300512505	17.77	-2.464155026714673
0.01157744489443843	17.77	-2.470923322513726
0.011609485209878808	17.77	-2.4777098899057997
0.011641614196163476	17.77	-2.4845147751649908
0.011673832098686979	17.77	-2.491338024651315
0.01170613916352296	17.77	-2.4981796848098585
0.011738535637426146	17.77	-2.5050398021715834
0.011771021767834065	17.77	-2.511918423352067
0.011803597802869058	17.77	-2.518815595052285
0.011836263991340138	17.77	-2.525731364057495
0.011869020582744864	17.77	-2.532665777237362
0.011901867827271342	17.77	-2.5396188815462386
0.011934805975800008	17.77	-2.5465907240221872
0.011967835279905616	17.77	-2.553581351786659
0.012000955991859153	17.77	-2.560590812045023
0.012034168364629734	17.77	-2.5676191520854
0.012067472651886636	17.77	-2.5746664192788664
0.012100869108001087	17.77	-2.5817326610797435
0.012134357988048298	17.77	-2.5888179250240255
0.012167939547809406	17.77	-2.595922258729782
0.012201614043773387	17.77	-2.6030457098969704
0.012235381733139112	17.77	-2.6101883263071772
0.012269242873817185	17.77	-2.617350155822834
0.01230319772443198	17.77	-2.6245312463870647
0.01233724654432362	17.77	-2.631731646023994
0.012371389593549916	17.77	-2.638951402837357
0.012405627132888458	17.77	-2.646190565011022
0.012439959423838458	17.77	-2.6534491808079244
0.012474386728622843	17.77	-2.660727298570707
0.012508909310190242	17.77	-2.6680249667203992
0.01254352743221696	17.77	-2.675342233756019
0.012578241359109094	17.77	-2.6826791482553287
0.012613051356004407	17.77	-2.6900357588730506
0.012647957688774443	17.77	-2.697412114341397
0.012682960624026551	17.77	-2.704808263469467
0.012718060429105874	17.77	-2.7122242551423232
0.012753257372097508	17.77	-2.7196601383214487
0.012788551721828387	17.77	-2.7271159620437824
0.012823943747869453	17.77	-2.7345917754211557
0.012859433720537666	17.77	-2.7420876276400135
0.012895021910898068	17.77	-2.7496035679615027
0.01293070859076594	17.77	-2.7571396457197817
0.012966494032708727	17.77	-2.7646959103228457
0.013002378510048223	17.77	-2.772272411251271
0.01303836229686264	17.77	-2.7798691980578742
0.01307444566798866	17.77	-2.7874863203671465
0.013110628899023659	17.77	-2.7951238278753214
0.013146912266327632	17.77	-2.802781770348987
0.013183296047025431	17.77	-2.810460197625111
0.013219780519008838	17.77	-2.8181591596101265
0.013256365960938666	17.77	-2.8258787062799446
0.013293052652247003	17.77	-2.8336188876788695
0.013329840873139173	17.77	-2.84137975391958
0.01336673090459599	17.77	-2.849161355181486
0.013403723028375877	17.77	-2.856963741711443
0.013440817527016988	17.77	-2.8647869638222883
0.013478014683839478	17.77	-2.872631071892684
0.013515314782947502	17.77	-2.8804961163662783
0.013552718109231494	17.77	-2.8883821477508853
0.013590224948370318	17.77	-2.8962892166178644
0.013627835586833413	17.77	-2.9042173736025045
0.013665550311883106	17.77	-2.912166669401569
0.013703369411576632	17.77	-2.9201371547743085
0.013741293174768444	17.77	-2.928128880540639
0.013779321891112363	17.77	-2.936141897580632
0.013817455851063908	17.77	-2.944176256834161
0.01385569534588234	17.77	-2.9522320092998875
0.013894040667633004	17.77	-2.960309206035304
0.013932492109189528	17.77	-2.968407898154328
0.013971049964236034	17.77	-2.976528136827961
0.01400971452726949	17.77	-2.984669973282851
0.014048486093601797	17.77	-2.9928334588013463
0.014087364959362149	17.77	-3.00101864471901
0.014126351421499274	17.77	-3.009225582425988
0.014165445777783668	17.77	-3.0174543233641833
0.014204648326809987	17.77	-3.025704919027353
0.014243959367999158	17.77	-3.033977420960463
0.01428337920160077	17.77	-3.042271880758383
0.014322908128695352	17.77	-3.050588350065098
0.014362546451196636	17.77	-3.058926880572681
0.014402294471853979	17.77	-3.0672875240204833
0.014442152494254507	17.77	-3.075670332194917
0.014482120822825538	17.77	-3.084075356926835
0.014522199762836894	17.77	-3.092502650092006
0.014562389620403189	17.77	-3.1009522636096194
0.014602690702486295	17.77	-3.1094242494417754
0.0146431033168975	17.77	-3.11791865959107
0.014683627772299986	17.77	-3.1264355461016957
0.014724264378211156	17.77	-3.1349749610561712
0.014765013445004957	17.77	-3.1435369565760682
0.014805875283914386	17.77	-3.152121584820028
0.014846850207033682	17.77	-3.160728897982676
0.01488793852732082	17.77	-3.169358948293803
0.014929140558599886	17.77	-3.178011788017259
0.01497045661556343	17.77	-3.18668746944937
0.015011887013775002	17.77	-3.195386044918411
0.015053432069671378	17.77	-3.204107566782628
0.015095092100565088	17.77	-3.212852087430194
0.015136867424646828	17.77	-3.2216196592763753
0.015178758360987839	17.77	-3.2304103347634934
0.015220765229542483	17.77	-3.2392241663597647
0.015262888351150493	17.77	-3.248061206557492
0.015305128047539548	17.77	-3.2569215078713802
0.015347484641327708	17.77	-3.2658051228384433
0.015389958456025832	17.77	-3.274712104015172
0.015432549816040184	17.77	-3.2836425039778403
0.015475259046674725	17.77	-3.2925963753190866
0.015518086474133714	17.77	-3.301573770648722
0.015561032425524174	17.77	-3.3105747425912098
0.015604097228858357	17.77	-3.319599343783188
0.01564728121305638	17.77	-3.3286476268740057
0.015690584707948544	17.77	-3.3377196445232773
0.01573400804427797	17.77	-3.34681544939885
0.01577755155370312	17.77	-3.35593509417619
0.01582121556880026	17.77	-3.365078631536607
0.015865000423066166	17.77	-3.3742461141648086
0.015908906450920458	17.77	-3.3834375947487128
0.015952933987708286	17.77	-3.392653125976883
0.015997083369702857	17.77	-3.4018927605367715
0.016041354934107983	17.77	-3.411156551113929
0.016085749019060763	17.77	-3.4204445503891856
0.016130265963634004	17.77	-3.42975681103814
0.016174906107838904	17.77	-3.439093385728194
0.01621966979262764	17.77	-3.4484543271170116
0.016264557359895942	17.77	-3.4578396878516044
0.016309569152485815	17.77	-3.467249520566211
0.016354705514187984	17.77	-3.476683877879305
0.01639996678974463	17.77	-3.4861428123929343
0.016445353324852002	17.77	-3.495626376690364
0.01649086546616303	17.77	-3.5051346233347553
0.01653650356129009	17.77	-3.5146676048656262
0.01658226795880747	17.77	-3.5242253737985267
0.01662815900825416	17.77	-3.5338079826220166
0.016674177060136502	17.77	-3.5434154837958936
0.016720322465930807	17.77	-3.5530479297495976
0.016766595578086203	17.77	-3.5627053728792597
0.016812996750027103	17.77	-3.5723878655461365
0.016859526336156044	17.77	-3.58209546007362
0.01690618469185635	17.77	-3.591828208746464
0.01695297217349494	17.77	-3.6015861638070534
0.016999889138424883	17.77	-3.61136937745437
0.01704693594498824	17.77	-3.621177901840537
0.01709411295251878	17.77	-3.631011789069264
0.01714142052134468	17.77	-3.640871091192933
0.01718885901279143	17.77	-3.650755860211183
0.017236428789184365	17.77	-3.660666148067391
0.017284130213851598	17.77	-3.670602006646332
0.01733196365112672	17.77	-3.6805634877719884
0.0173799294663516	17.77	-3.690550643205382
0.017428028025879262	17.77	-3.7005635246410105
0.01747625969707652	17.77	-3.7106021837051633
0.017524624848326883	17.77	-3.7206666719523356
0.017573123849033367	17.77	-3.730757040863566
0.017621757069621262	17.77	-3.7408733418423488
0.017670524881541107	17.77	-3.751015626213929
0.017719427657271317	17.77	-3.761183945220088
0.017768465770321172	17.77	-3.7713783500180256
0.01781763959523362	17.77	-3.781598891676696
0.017866949507588117	17.77	-3.7918456211741307
0.017916395884003643	17.77	-3.8021185893944667
0.017965979102141344	17.77	-3.812417847124613
0.01801569954070757	17.77	-3.822743445051728
0.018065557579456742	17.77	-3.8330954337587975
0.018115553599194197	17.77	-3.8434738637245762
0.01816568798177926	17.77	-3.8538787853162226
0.018215961110127923	17.77	-3.864310248789181
0.01826637336821593	17.77	-3.8747683042829935
0.018316925141081675	17.77	-3.885253001817563
0.018367616814829093	17.77	-3.895764391289553
0.018418448776630767	17.77	-3.906302522470464
0.01846942141473066	17.77	-3.9168674450019365
0.01852053511844723	17.77	-3.92745920839202
0.018571790278176355	17.77	-3.938077862012711
0.018623187285394308	17.77	-3.9487234550954358
0.01867472653266085	17.77	-3.9593960367273757
0.01872640841362205	17.77	-3.9700956558485534
0.018778233323013413	17.77	-3.980822361247025
0.018830201656662868	17.77	-3.9915762015563727
0.01888231381149374	17.77	-4.002357225250385
0.018934570185527973	17.77	-4.013165480639985
0.01898697117788888	17.77	-4.024001015869363
0.019039517188804388	17.77	-4.034863878910782
0.01909220861961006	17.77	-4.045754117562506
0.01914504587275209	17.77	-4.056671779442942
0.019198029351790553	17.77	-4.067616911987072
0.019251159461402257	17.77	-4.078589562442341
0.019304436607383978	17.77	-4.089589777863703
0.019357861196655522	17.77	-4.100617605109834
0.019411433637262807	17.77	-4.111673090838883
0.01946515433838112	17.77	-4.122756281503385
0.019519023710318006	17.77	-4.1338672233459
0.019573042164516587	17.77	-4.145005962394595
0.01962721011355862	17.77	-4.156172544458602
0.01968152797116765	17.77	-4.16736701512244
0.019735996152212307	17.77	-4.178589419742385
0.01979061507270924	17.77	-4.189839803441457
0.019845385149826453	17.77	-4.201118211103485
0.019900306801886453	17.77	-4.212424687368363
0.019955380448369413	17.77	-4.223759276628172
0.02001060650991652	17.77	-4.235122023020867
0.020065985408332952	17.77	-4.246512970425217
0.02012151756659128	17.77	-4.25793216245625
0.020177203408834617	17.77	-4.269379642458082
0.020233043360379867	17.77	-4.280855453501819
0.020289037847721094	17.77	-4.292359638375656
0.02034518729853256	17.77	-4.303892239583032
0.020401492141672143	17.77	-4.315453299335853
0.020457952807184578	17.77	-4.327042859547076
0.020514569726304693	17.77	-4.338660961827453
0.020571343331460885	17.77	-4.350307647478574
0.020628274056278147	17.77	-4.361982957486721
0.020685362335581572	17.77	-4.373686932516259
0.02074260860539961	17.77	-4.385419612904939
0.020800013302967383	17.77	-4.397181038657115
0.020857576866730166	17.77	-4.408971249436451
0.0209152997363465	17.77	-4.420790284561741
0.020973182352691706	17.77	-4.432638182998648
0.021031225157861183	17.77	-4.444514983352541
0.021089428595173952	17.77	-4.456420723864871
0.021147793109175764	17.77	-4.468355442403464
0.021206319145642697	17.77	-4.4803191764572246
0.021265007151584497	17.77	-4.492311963128632
0.021323857575247965	17.77	-4.504333839126804
0.02138287086612053	17.77	-4.51638484076208
0.021442047474933452	17.77	-4.5284650039352226
0.02150138785366542	17.77	-4.540574364134016
0.021560892455545946	17.77	-4.552712956423004
0.021620561735058826	17.77	-4.564880815438632
0.021680396147945747	17.77	-4.577077975379235
0.021740396151209526	17.77	-4.589304469998513
0.021800562203117758	17.77	-4.601560332598827
0.021860894763206296	17.77	-4.613845596021071
0.0219213942922827	17.77	-4.626160292637598
0.021982061252429925	17.77	-4.638504454346156
