wp(GHz)	ve(GHz)	A1(dB)
0.1	30.02	-0.0015159863375687407
0.10598119623924784	30.02	-0.0017027597160436604
0.1119623924784957	30.02	-0.001900380406789165
0.11794358871774355	30.02	-0.002108848480416421
0.1239247849569914	30.02	-0.002328164011412897
0.12990598119623925	30.02	-0.0025583270781309574
0.1358871774354871	30.02	-0.0027993377628117806
0.14186837367473495	30.02	-0.003051196151563533
0.14784956991398282	30.02	-0.003313902334380655
0.15383076615323063	30.02	-0.0035874564051183774
0.1598119623924785	30.02	-0.003871858461523779
0.16579315863172636	30.02	-0.004167108605213876
0.17177435487097417	30.02	-0.004473206941679376
0.17775555111022204	30.02	-0.004790153580287095
0.1837367473494699	30.02	-0.005117948634291148
0.18971794358871774	30.02	-0.005456592220810463
0.19569913982796558	30.02	-0.00580608446084308
0.20168033606721344	30.02	-0.006166425479266544
0.2076615323064613	30.02	-0.006537615404833579
0.21364272854570912	30.02	-0.006919654370179938
0.219623924784957	30.02	-0.007312542511808194
0.22560512102420485	30.02	-0.00771627997010208
0.2315863172634527	30.02	-0.00813086688932787
0.23756751350270053	30.02	-0.008556303417624781
0.2435487097419484	30.02	-0.008992589707007522
0.24952990598119623	30.02	-0.009439725913374292
0.2555111022204441	30.02	-0.009897712196494088
0.26149229845969196	30.02	-0.010366548720020708
0.2674734946989398	30.02	-0.010846235651481236
0.27345469093818764	30.02	-0.011336773162283008
0.27943588717743545	30.02	-0.011838161427711496
0.2854170834166833	30.02	-0.012350400626931688
0.2913982796559312	30.02	-0.012873490942986673
0.29737947589517905	30.02	-0.013407432562791505
0.3033606721344269	30.02	-0.013952225677153266
0.3093418683736748	30.02	-0.014507870480747281
0.3153230646129226	30.02	-0.015074367172133524
0.3213042608521704	30.02	-0.01565171595374756
0.32728545709141826	30.02	-0.01623991703190605
0.33326665333066613	30.02	-0.016838970616806635
0.339247849569914	30.02	-0.01744887692252786
0.34522904580916186	30.02	-0.018069636167023954
0.3512102420484097	30.02	-0.018701248572129826
0.35719143828765754	30.02	-0.019343714363565283
0.36317263452690535	30.02	-0.01999703377092476
0.3691538307661532	30.02	-0.02066120702768951
