wp(GHz)	ve(GHz)	A1(dB)
0.1	18.02	-0.002526679927422358
0.10598119623924784	18.02	-0.0028379785036081124
0.1119623924784957	18.02	-0.003167357727416756
0.11794358871774355	18.02	-0.003514817925749673
0.1239247849569914	18.02	-0.0038803594434351765
0.12990598119623925	18.02	-0.004263982643262074
0.1358871774354871	18.02	-0.004665687905961409
0.14186837367473495	18.02	-0.00508547563021263
0.14784956991398282	18.02	-0.005523346232644268
0.15383076615323063	18.02	-0.0059793001478266935
0.1598119623924785	18.02	-0.006453337828293197
0.16579315863172636	18.02	-0.00694545974451742
0.17177435487097417	18.02	-0.00745566638492731
0.17775555111022204	18.02	-0.007983958255900066
0.1837367473494699	18.02	-0.008530335881773815
0.18971794358871774	18.02	-0.009094799804831593
0.19569913982796558	18.02	-0.009677350585315568
0.20168033606721344	18.02	-0.010277988801418409
0.2076615323064613	18.02	-0.010896715049297678
0.21364272854570912	18.02	-0.011533529943063973
0.219623924784957	18.02	-0.012188434114784347
0.22560512102420485	18.02	-0.012861428214488994
0.2315863172634527	18.02	-0.013552512910165666
0.23756751350270053	18.02	-0.014261688887765554
0.2435487097419484	18.02	-0.014988956851200799
0.24952990598119623	18.02	-0.01573431752235395
0.2555111022204441	18.02	-0.01649777164106647
0.26149229845969196	18.02	-0.017279319965143564
0.2674734946989398	18.02	-0.018078963270368065
0.27345469093818764	18.02	-0.01889670235048415
0.27943588717743545	18.02	-0.019732538017201796
0.2854170834166833	18.02	-0.020586471100218977
0.2913982796559312	18.02	-0.021458502447189512
0.29737947589517905	18.02	-0.022348632923751353
0.3033606721344269	18.02	-0.023256863413515027
0.3093418683736748	18.02	-0.024183194818070353
0.3153230646129226	18.02	-0.025127628056978067
0.3213042608521704	18.02	-0.026090164067791848
0.32728545709141826	18.02	-0.02707080380603615
0.33326665333066613	18.02	-0.0280695482452295
0.339247849569914	18.02	-0.02908639837686018
0.34522904580916186	18.02	-0.03012135521042052
0.3512102420484097	17.97	-0.031174420359137645
0.35719143828765754	17.97	-0.03224559459613917
0.36317263452690535	17.97	-0.03333487874654274
0.3691538307661532	17.97	-0.03444227389481842
0.3751350270054011	17.97	-0.03556778114346135
0.38111622324464894	17.97	-0.03671140161303458
0.3870974194838968	17.97	-0.03787313644213314
0.3930786157231447	17.97	-0.03905298678741266
0.39905981196239243	17.97	-0.040250953823579634
0.4050410082016403	17.97	-0.04146703874339758
0.41102220444088816	17.97	-0.04270124275767813
0.417003400680136	17.97	-0.04395356709530524
0.4229845969193839	17.97	-0.045224013003213506
0.42896579315863176	17.97	-0.046512581746406004
0.4349469893978796	17.97	-0.047819274607945265
0.4409281856371274	17.97	-0.04914409288897008
0.44690938187637524	17.97	-0.05048703790867624
0.4528905781156231	17.97	-0.051848111004346054
0.458871774354871	17.97	-0.053227313531323206
0.46485297059411884	17.97	-0.054624646863031576
0.4708341668333667	17.97	-0.056040112390975005
