wp(GHz)	ve(GHz)	A1(dB)
0.1	17.02	-0.0027430768488854403
0.10598119623924784	17.02	-0.0030810280007355327
0.1119623924784957	17.02	-0.003438605783162795
0.11794358871774355	17.02	-0.003815810206374861
0.1239247849569914	17.02	-0.00421264128111039
0.12990598119623925	17.02	-0.004629099018638717
0.1358871774354871	17.02	-0.005065183430756463
0.14186837367473495	17.02	-0.0055208945297786785
0.14784956991398282	17.02	-0.005996232328545282
0.15383076615323063	17.02	-0.0064911968404012844
0.1598119623924785	17.02	-0.007005788079201984
0.16579315863172636	17.02	-0.007540006059303522
0.17177435487097417	17.02	-0.008093850795559117
0.17775555111022204	17.02	-0.00866732230330839
0.1837367473494699	17.02	-0.009260420598379133
0.18971794358871774	17.02	-0.009873145697080744
0.19569913982796558	17.02	-0.010505497616185465
0.20168033606721344	17.02	-0.011157476372935592
0.2076615323064613	17.02	-0.01182908198503465
0.21364272854570912	17.02	-0.01252031447063313
0.219623924784957	17.02	-0.013231173848326713
0.22560512102420485	17.02	-0.013961660137146172
0.2315863172634527	17.02	-0.014711773356554454
0.23756751350270053	17.02	-0.015481513526432551
0.2435487097419484	17.02	-0.01627088066707739
0.24952990598119623	17.02	-0.017079874799185157
0.2555111022204441	17.02	-0.01790849594385437
0.26149229845969196	17.02	-0.018756744122568125
0.2674734946989398	17.02	-0.019624619357185447
0.27345469093818764	17.02	-0.020512121669937978
0.27943588717743545	17.02	-0.021419251083416895
0.2854170834166833	17.02	-0.02234600762055984
0.2913982796559312	17.02	-0.023292391304649912
0.29737947589517905	17.02	-0.024258402159297712
0.3033606721344269	17.02	-0.025244040208432583
0.3093418683736748	17.02	-0.026249305476297235
0.3153230646129226	17.02	-0.027274197987431248
0.3213042608521704	17.02	-0.02831871776666574
0.32728545709141826	17.02	-0.029382864839102543
0.33326665333066613	17.02	-0.0304666392301128
0.339247849569914	17.02	-0.03157004096532401
0.34522904580916186	17.02	-0.03269307007060318
0.3512102420484097	17.02	-0.033835726572047864
0.35719143828765754	17.02	-0.034998010495979184
0.36317263452690535	17.02	-0.03617992186891744
0.3691538307661532	17.02	-0.037381460717580174
0.3751350270054011	17.02	-0.03860262706886869
0.38111622324464894	17.02	-0.03984342094984343
0.3870974194838968	17.02	-0.04110384238772923
0.3930786157231447	17.02	-0.04238389140988999
0.39905981196239243	17.02	-0.04368356804381173
0.4050410082016403	17.02	-0.04500287231709956
0.41102220444088816	17.02	-0.046341804257454655
0.417003400680136	17.02	-0.04770036389266959
0.4229845969193839	17.02	-0.04907855125060086
0.42896579315863176	17.02	-0.0504763663591689
0.4349469893978796	17.02	-0.05189380924632666
0.4409281856371274	17.02	-0.053330879940061526
0.44690938187637524	17.02	-0.05478757846836866
0.4528905781156231	17.02	-0.05626390485923584
0.458871774354871	17.02	-0.0577598591406383
0.46485297059411884	17.02	-0.059275441340506524
0.4708341668333667	17.02	-0.06081065148672546
0.4768153630726146	17.02	-0.062365489607106306
0.48279655931186233	17.02	-0.0639399557293766
0.4887777555511102	17.02	-0.06553404988116525
0.49475895179035806	17.02	-0.06714777208997422
0.500740148029606	17.02	-0.06878112238317693
0.5067213442688537	17.02	-0.07043410078798917
0.5127025405081016	17.02	-0.07210670733145647
0.5186837367473495	17.02	-0.07379894204043251
0.5246649329865973	17.02	-0.07551080494156887
0.5306461292258452	17.02	-0.07724229606128144
0.5366273254650931	17.02	-0.07899341542575664
0.5426085217043408	17.02	-0.08076416306090592
0.5485897179435887	17.02	-0.08255453899235868
0.5545709141828365	17.02	-0.08436454324545296
0.5605521104220844	17.02	-0.08619417584519792
0.5665333066613323	17.02	-0.0880434368162645
0.5725145029005801	17.02	-0.08991232618296702
0.578495699139828	17.02	-0.09180084396923473
0.5844768953790758	17.02	-0.09370899019860482
0.5904580916183236	17.02	-0.0956367648941832
0.5964392878575715	17.02	-0.09758416807864159
0.6024204840968194	17.02	-0.09955119977419283
0.6084016803360672	17.02	-0.10153786000256133
0.6143828765753151	17.02	-0.10354414878496473
0.620364072814563	17.02	-0.1055700661421057
0.6263452690538107	17.02	-0.10761561209412727
0.6323264652930586	17.02	-0.10968078666061191
0.6383076615323064	17.02	-0.11176558986054493
0.6442888577715543	17.02	-0.11387002171230132
0.6502700540108022	17.02	-0.11599408223361929
0.65625125025005	17.02	-0.11813777144157625
0.6622324464892979	17.02	-0.12030108935256578
0.6682136427285457	17.02	-0.12248403598228255
0.6741948389677935	17.02	-0.12468661134568847
0.6801760352070414	17.02	-0.12690881545699165
0.6861572314462893	17.02	-0.12915064832962617
0.6921384276855371	17.02	-0.1314121099762242
0.6981196239247849	17.02	-0.13369320040859609
0.7041008201640329	17.02	-0.1359939196376989
0.7100820164032806	17.02	-0.1383142676736201
0.7160632126425285	17.02	-0.14065424452554925
0.7220444088817763	17.02	-0.1430138502017451
0.7280256051210242	17.02	-0.14539308470952608
0.7340068013602721	17.02	-0.1477919480552288
0.7399879975995198	17.02	-0.15021044024419664
0.7459691938387678	17.02	-0.15264856128073745
0.7519503900780156	17.02	-0.15510631116811657
0.7579315863172635	17.02	-0.1575836899085123
0.7639127825565113	17.02	-0.16008069750300044
0.7698939787957592	17.02	-0.1625973339515237
0.775875175035007	17.02	-0.1651335992528689
0.7818563712742548	17.02	-0.1676894934046292
0.7878375675135028	17.02	-0.17026501640318745
0.7938187637527505	17.02	-0.17286016824368972
0.7997999599919985	17.02	-0.17547494891999912
0.8057811562312462	17.02	-0.17810935842469258
0.8117623524704941	17.02	-0.1807633967490171
0.817743548709742	17.02	-0.18343706388286152
0.8237247449489897	17.02	-0.18613035981473225
0.8297059411882377	17.02	-0.18884328453172558
0.8356871374274855	17.02	-0.19157583801949862
0.8416683336667334	17.02	-0.19432802026222548
0.8476495299059812	17.02	-0.19709983124259278
0.8536307261452291	17.02	-0.19989127094174566
0.8596119223844769	17.02	-0.202702339339274
0.8655931186237247	17.02	-0.20553303641317505
0.8715743148629727	17.02	-0.20838336213982678
0.8775555111022204	17.02	-0.21125331649395213
0.8835367073414684	17.02	-0.21414289944858567
0.8895179035807161	17.02	-0.21705211097505522
0.895499099819964	17.02	-0.21998095104294146
0.9014802960592119	17.02	-0.2229294196200451
0.9074614922984596	17.02	-0.2258975166723574
0.9134426885377076	17.02	-0.22888524216403033
0.9194238847769554	17.02	-0.23189259605733922
0.9254050810162033	17.02	-0.23491957831265675
0.9313862772554511	17.02	-0.23796618888841367
0.9373674734946988	17.02	-0.2410324277410698
0.9433486697339468	17.02	-0.24411829482508277
0.9493298659731946	17.02	-0.24722379009286685
0.9553110622124426	17.02	-0.2503489134947691
0.9612922584516903	17.02	-0.2534936649790289
0.9672734546909383	17.02	-0.2566580444917481
0.973254650930186	17.02	-0.2598420519768527
0.9792358471694338	17.02	-0.26304568737606
0.9852170434086818	17.02	-0.26626895062884637
0.9911982396479295	17.02	-0.26951184167240894
0.9971794358871775	17.02	-0.27277436044163583
1.0031606321264253	17.02	-0.2760565068690588
1.0091418283656732	17.02	-0.27935828088483433
1.015123024604921	17.02	-0.2826796824166969
1.0211042208441687	17.02	-0.2860207113899233
1.0270854170834167	17.02	-0.28938136772729806
1.0330666133226645	17.02	-0.29276165134908466
1.0390478095619124	17.02	-0.29616156217297507
1.0450290058011602	17.02	-0.29958110011406075
1.0510102020404082	17.02	-0.3030202650847969
1.056991398279656	17.02	-0.30647905699495914
1.0629725945189037	17.02	-0.3099574757516145
1.0689537907581517	17.02	-0.31345552125907494
1.0749349869973996	17.02	-0.3169731934188639
