wp(GHz)	ve(GHz)	A1(dB)
0.1	15.82	-0.0027941647847682222
0.10598119623924784	15.82	-0.003138412536766084
0.1119623924784957	15.82	-0.0035026531920806037
0.11794358871774355	15.82	-0.0038868868621643056
0.1239247849569914	15.82	-0.004291113664615728
0.12990598119623925	15.82	-0.004715333723201628
0.1358871774354871	15.82	-0.005159547167840474
0.14186837367473495	15.82	-0.005623754134637483
0.14784956991398282	15.82	-0.006107954765870332
0.15383076615323063	15.82	-0.006612149210006623
0.1598119623924785	15.82	-0.007136337621703411
0.16579315863172636	15.82	-0.007680520161826448
0.17177435487097417	15.82	-0.008244696997444227
0.17775555111022204	15.82	-0.008828868301850467
0.1837367473494699	15.82	-0.009433034254556563
0.18971794358871774	15.82	-0.010057195041321694
0.19569913982796558	15.82	-0.010701350854137417
0.20168033606721344	15.82	-0.011365501891261062
0.2076615323064613	15.82	-0.01204964835720943
0.21364272854570912	15.82	-0.012753790462776643
0.219623924784957	15.82	-0.013477928425038418
0.22560512102420485	15.82	-0.014222062467370369
0.2315863172634527	15.82	-0.014986192819453202
0.23756751350270053	15.82	-0.015770319717291988
0.2435487097419484	15.82	-0.0165744434032112
0.24952990598119623	15.82	-0.01739856412589382
0.2555111022204441	15.82	-0.0182426821403629
0.26149229845969196	15.82	-0.019106797708019742
0.2674734946989398	15.82	-0.01999091109664147
0.27345469093818764	15.82	-0.020895022580395602
0.27943588717743545	15.82	-0.02181913243987116
0.2854170834166833	15.82	-0.022763240962064283
0.2913982796559312	15.82	-0.023727348440411408
0.29737947589517905	15.82	-0.024711455174802693
0.3033606721344269	15.82	-0.025715561471592582
0.3093418683736748	15.82	-0.026739667643611024
0.3153230646129226	15.82	-0.02778377401018929
0.3213042608521704	15.82	-0.02884788089716754
0.32728545709141826	15.82	-0.029931988636914153
0.33326665333066613	15.82	-0.031036097568345675
0.339247849569914	15.82	-0.032160208036928525
0.34522904580916186	15.82	-0.033304320394718236
0.3512102420484097	15.82	-0.03446843500036048
0.35719143828765754	15.82	-0.03565255221911132
0.36317263452690535	15.82	-0.036856672422859046
0.3691538307661532	15.82	-0.038080795990145314
0.3751350270054011	15.82	-0.03932492330617384
0.38111622324464894	15.82	-0.04058905476283302
0.3870974194838968	15.82	-0.04187319075872063
0.3930786157231447	15.82	-0.043177331699160715
0.39905981196239243	15.82	-0.04450147799621427
0.4050410082016403	15.82	-0.0458456300687156
0.41102220444088816	15.82	-0.04720978834227494
0.417003400680136	15.82	-0.04859395324931543
0.4229845969193839	15.82	-0.04999812522908323
0.42896579315863176	15.82	-0.051422304727673986
0.4349469893978796	15.82	-0.05286649219805193
0.4409281856371274	15.82	-0.05433068810007474
0.44690938187637524	15.82	-0.05581489290050604
0.4528905781156231	15.82	-0.05731910707305868
0.458871774354871	15.82	-0.05884333109839146
0.46485297059411884	15.82	-0.0603875654641582
0.4708341668333667	15.82	-0.061951810665002466
0.4768153630726146	15.82	-0.06353606720261193
0.48279655931186233	15.82	-0.06514033558572042
0.4887777555511102	15.82	-0.06676461633013994
0.49475895179035806	15.82	-0.06840890995878952
0.500740148029606	15.82	-0.0700732170017093
0.5067213442688537	15.82	-0.071757537996093
0.5127025405081016	15.82	-0.07346187348631969
0.5186837367473495	15.82	-0.07518622402396496
0.5246649329865973	15.82	-0.07693059016783783
0.5306461292258452	15.82	-0.07869497248400693
0.5366273254650931	15.82	-0.08047937154582387
0.5426085217043408	15.82	-0.08228378793394198
0.5485897179435887	15.82	-0.08410822223637197
0.5545709141828365	15.82	-0.08595267504847362
0.5605521104220844	15.82	-0.0878171469730079
0.5665333066613323	15.82	-0.08970163862016203
0.5725145029005801	15.82	-0.09160615060756687
0.578495699139828	15.82	-0.09353068356033961
0.5844768953790758	15.82	-0.09547523811110632
0.5904580916183236	15.82	-0.09743981490003341
0.5964392878575715	15.82	-0.09942441457485277
0.6024204840968194	15.82	-0.10142903779089947
0.6084016803360672	15.82	-0.10345368521113518
0.6143828765753151	15.82	-0.10549835750619008
0.620364072814563	15.82	-0.10756305535437533
0.6263452690538107	15.82	-0.10964777944173616
0.6323264652930586	15.82	-0.11175253046206583
0.6383076615323064	15.82	-0.11387730911695482
0.6442888577715543	15.82	-0.11602211611579961
0.6502700540108022	15.77	-0.11818695258467647
0.65625125025005	15.77	-0.12037182081274375
0.6622324464892979	15.77	-0.12257671967423742
0.6682136427285457	15.77	-0.12480164991296323
0.6741948389677935	15.77	-0.1270466122807462
0.6801760352070414	15.77	-0.12931160753746726
0.6861572314462893	15.77	-0.1315966364511127
0.6921384276855371	15.77	-0.1339016997977861
0.6981196239247849	15.77	-0.1362267983617566
0.7041008201640329	15.77	-0.13857193293549752
0.7100820164032806	15.77	-0.14093710431971795
0.7160632126425285	15.77	-0.1433223133233989
0.7220444088817763	15.77	-0.1457275607638298
0.7280256051210242	15.77	-0.14815284746664656
0.7340068013602721	15.77	-0.15059817426587008
0.7399879975995198	15.77	-0.15306354200394412
0.7459691938387678	15.77	-0.1555489515317672
0.7519503900780156	15.77	-0.15805440370874518
0.7579315863172635	15.77	-0.1605798994028097
0.7639127825565113	15.77	-0.16312543949047653
0.7698939787957592	15.77	-0.1656910248568711
0.775875175035007	15.77	-0.16827665639577555
0.7818563712742548	15.77	-0.1708823350096717
0.7878375675135028	15.77	-0.17350806160976462
0.7938187637527505	15.77	-0.1761538371160454
0.7997999599919985	15.77	-0.17881966245731323
0.8057811562312462	15.77	-0.18150553857122667
0.8117623524704941	15.77	-0.1842114664043506
0.817743548709742	15.77	-0.1869374469121774
0.8237247449489897	15.77	-0.18968348105919408
0.8297059411882377	15.77	-0.1924495698189058
0.8356871374274855	15.77	-0.19523571417388377
0.8416683336667334	15.77	-0.19804191511582056
0.8476495299059812	15.77	-0.20086817364554754
0.8536307261452291	15.77	-0.20371449077310716
0.8596119223844769	15.77	-0.20658086751777988
0.8655931186237247	15.77	-0.2094673049081283
0.8715743148629727	15.77	-0.21237380398205025
0.8775555111022204	15.77	-0.215300365786816
0.8835367073414684	15.77	-0.21824699137912265
0.8895179035807161	15.77	-0.22121368182512574
0.895499099819964	15.77	-0.224200438200499
0.9014802960592119	15.77	-0.22720726159047722
0.9074614922984596	15.77	-0.2302341530898888
0.9134426885377076	15.77	-0.23328111380323063
0.9194238847769554	15.77	-0.23634814484468206
0.9254050810162033	15.77	-0.23943524733817995
0.9313862772554511	15.77	-0.24254242241745683
0.9373674734946988	15.77	-0.2456696712260771
0.9433486697339468	15.77	-0.24881699491750706
0.9493298659731946	15.77	-0.25198439465514616
0.9553110622124426	15.77	-0.255171871612389
0.9612922584516903	15.77	-0.25837942697266003
0.9672734546909383	15.77	-0.2616070619294761
0.973254650930186	15.77	-0.26485477768649274
0.9792358471694338	15.77	-0.26812257545755314
0.9852170434086818	15.77	-0.2714104564667371
0.9911982396479295	15.77	-0.27471842194841734
0.9971794358871775	15.77	-0.2780464731473041
1.0031606321264253	15.77	-0.28139461131850396
1.0091418283656732	15.77	-0.28476283772756683
1.015123024604921	15.77	-0.28815115365053684
1.0211042208441687	15.77	-0.2915595603740102
1.0270854170834167	15.77	-0.29498805919519044
1.0330666133226645	15.77	-0.29843665142192216
1.0390478095619124	15.77	-0.30190533837277234
1.0450290058011602	15.77	-0.30539412137706995
1.0510102020404082	15.77	-0.30890300177495006
1.056991398279656	15.77	-0.3124319809174314
1.0629725945189037	15.77	-0.3159810601664525
1.0689537907581517	15.77	-0.31955024089493883
1.0749349869973996	15.77	-0.3231395244868435
1.0809161832366474	15.77	-0.3267489123372207
1.0868973794758952	15.77	-0.3303784058522691
1.092878575715143	15.77	-0.33402800644939507
1.0988597719543907	15.77	-0.33769771555726746
1.1048409681936389	15.77	-0.3413875346158666
1.1108221644328866	15.77	-0.3450974650765592
1.1168033606721344	15.77	-0.34882750840213983
1.1227845569113821	15.77	-0.3525776660668994
1.1287657531506303	15.77	-0.356347939556676
1.134746949389878	15.77	-0.36013833036891485
1.1407281456291258	15.77	-0.36394884001273586
1.1467093418683736	15.77	-0.3677794700089793
1.1526905381076213	15.77	-0.37163022189027883
1.1586717343468695	15.77	-0.3755010972011111
1.1646529305861173	15.77	-0.3793920974978598
1.170634126825365	15.77	-0.3833032243488812
1.1766153230646128	15.77	-0.38723447933455435
1.1825965193038606	15.77	-0.39118586404735567
1.1885777155431088	15.77	-0.3951573800919097
1.1945589117823565	15.77	-0.3991490290850488
1.2005401080216043	15.77	-0.40316081265589393
1.206521304260852	15.77	-0.40719273244589593
1.2125025005001002	15.77	-0.41124479010890735
1.218483696739348	15.77	-0.415316987311255
1.2244648929785957	15.77	-0.4194093257317757
1.2304460892178435	15.77	-0.42352180706191955
1.2364272854570912	15.77	-0.4276544330057831
1.2424084816963394	15.77	-0.4318072052801809
1.2483896779355872	15.77	-0.43598012561471866
