ve(GHz)	wp(GHz)	A1(dB)
0.01	1.87	-0.04986520021421245
0.010027674772570733	1.87	-0.05000319983970697
0.010055426134445147	1.87	-0.05014158136618467
0.010083254297582384	1.87	-0.0502803458504678
0.010111159474528229	1.87	-0.050419494352298276
0.010139141878416625	1.87	-0.05055902793435661
0.010167201722971381	1.87	-0.050698947662253566
0.01019533922250778	1.87	-0.05083925460456125
0.010223554591934197	1.87	-0.050979949832794566
0.01025184804675382	1.87	-0.05112103442144674
0.010280219803066183	1.87	-0.05126250944797221
0.01030867007756888	1.87	-0.051404375992812924
0.010337199087559226	1.87	-0.051546635139398306
0.010365807050935861	1.87	-0.05168928797415742
0.010394494186200535	1.87	-0.0518323355865185
0.010423260712459624	1.87	-0.05197577906893573
0.0104521068494259	1.87	-0.0521196195168761
0.010481032817420187	1.87	-0.052263858028840364
0.010510038837373012	1.87	-0.05240849570636748
0.010539125130826398	1.87	-0.05255353365404731
0.01056829191993541	1.87	-0.052698972979526484
0.010597539427469941	1.87	-0.052844814793509456
0.0106268678768164	1.87	-0.052991060209781435
0.01065627749197939	1.87	-0.05313771034520507
0.010685768497583504	1.87	-0.05328476631972978
0.010715341118874915	1.87	-0.05343222925641277
0.010744995581723184	1.87	-0.05358010028141431
0.010774732112622955	1.87	-0.05372838052400407
0.010804550938695673	1.87	-0.053877071116584734
0.010834452287691402	1.87	-0.054026173194692065
0.010864436387990431	1.87	-0.05417568789699307
0.010894503468605115	1.87	-0.05432561636532028
0.010924653759181585	1.87	-0.054475959744650464
0.010954887490001496	1.87	-0.05462671918314128
0.01098520489198387	1.87	-0.05477789583211737
0.011015606196686727	1.87	-0.05492949084609486
0.01104609163630893	1.87	-0.05508150538278009
0.011076661443691961	1.87	-0.05523394060308298
0.011107315852321657	1.87	-0.05538679767112745
0.011138055096330085	1.87	-0.055540077754258926
0.011168879410497207	1.87	-0.055693782023047526
0.011199789030252752	1.87	-0.05584791165130775
0.011230784191677971	1.87	-0.05600246781609871
0.011261865131507537	1.87	-0.056157451697735145
0.01129303208713121	1.87	-0.05631286447979787
0.011324285296595743	1.87	-0.05646870734914772
0.01135562499860668	1.87	-0.05662498149591796
0.011387051432530151	1.87	-0.0567816881135454
0.011418564838394802	1.87	-0.0569388283987623
0.011450165456893476	1.87	-0.05709640355161523
0.011481853529385154	1.87	-0.05725441477546881
0.011513629297896772	1.87	-0.057412863277017216
0.01154549300512505	1.87	-0.05757175026629431
0.01157744489443843	1.87	-0.05773107695668077
0.011609485209878808	1.87	-0.05789084456491368
0.011641614196163476	1.87	-0.058051054311097715
0.011673832098686979	1.87	-0.05821170741871274
0.01170613916352296	1.87	-0.058372805114623484
0.011738535637426146	1.87	-0.0585343486290892
0.011771021767834065	1.87	-0.05869633919576796
0.011803597802869058	1.87	-0.05885877805173953
0.011836263991340138	1.87	-0.05902166643750185
0.011869020582744864	1.87	-0.059185005596982705
0.011901867827271342	1.87	-0.05934879677755334
0.011934805975800008	1.87	-0.0595130412300377
0.011967835279905616	1.87	-0.05967774020871772
0.012000955991859153	1.87	-0.059842894971344596
0.012034168364629734	1.87	-0.06000850677915388
0.012067472651886636	1.87	-0.06017457689686696
0.012100869108001087	1.87	-0.060341106592698826
0.012134357988048298	1.87	-0.060508097138386965
0.012167939547809406	1.87	-0.06067554980917331
0.012201614043773387	1.87	-0.060843465883835504
0.012235381733139112	1.87	-0.06101184664468795
0.012269242873817185	1.87	-0.06118069337758629
0.01230319772443198	1.87	-0.06135000737195528
0.01233724654432362	1.87	-0.06151978992077617
0.012371389593549916	1.87	-0.06169004232061179
0.012405627132888458	1.87	-0.06186076587161437
0.012439959423838458	1.87	-0.06203196187752571
0.012474386728622843	1.87	-0.06220363164570321
0.012508909310190242	1.87	-0.06237577648711753
0.01254352743221696	1.87	-0.06254839771635816
0.012578241359109094	1.87	-0.06272149665166529
0.012613051356004407	1.87	-0.06289507461491685
0.012647957688774443	1.87	-0.0630691329316516
0.012682960624026551	1.87	-0.06324367293106989
0.012718060429105874	1.87	-0.06341869594605724
0.012753257372097508	1.87	-0.06359420331318169
0.012788551721828387	1.87	-0.06377019637270916
0.012823943747869453	1.87	-0.06394667646861299
0.012859433720537666	1.87	-0.06412364494858641
0.012895021910898068	1.87	-0.06430110316404818
0.01293070859076594	1.87	-0.06447905247015948
0.012966494032708727	1.87	-0.06465749422582717
0.013002378510048223	1.87	-0.06483642979371924
0.01303836229686264	1.87	-0.06501586054027339
0.01307444566798866	1.87	-0.06519578783570229
0.013110628899023659	1.87	-0.06537621305401935
0.013146912266327632	1.87	-0.06555713757303026
0.013183296047025431	1.87	-0.06573856277435634
0.013219780519008838	1.87	-0.06592049004343734
0.013256365960938666	1.87	-0.06610292076954948
0.013293052652247003	1.87	-0.0662858563458141
0.013329840873139173	1.87	-0.06646929816919772
0.01336673090459599	1.87	-0.06665324764054165
0.013403723028375877	1.87	-0.06683770616455564
0.013440817527016988	1.87	-0.06702267514983605
0.013478014683839478	1.87	-0.06720815600888036
0.013515314782947502	1.87	-0.06739415015808622
0.013552718109231494	1.87	-0.06758065901777602
0.013590224948370318	1.87	-0.06776768401219918
0.013627835586833413	1.87	-0.06795522656954309
0.013665550311883106	1.87	-0.06814328812194921
0.013703369411576632	1.87	-0.06833187010551713
0.013741293174768444	1.87	-0.06852097396032068
0.013779321891112363	1.87	-0.06871060113041985
0.013817455851063908	1.87	-0.06890075306386381
0.01385569534588234	1.87	-0.06909143121271497
0.013894040667633004	1.87	-0.0692826370330437
0.013932492109189528	1.87	-0.06947437198495648
0.013971049964236034	1.87	-0.06966663753259104
0.01400971452726949	1.87	-0.06985943514414011
0.014048486093601797	1.87	-0.0700527662918618
0.014087364959362149	1.87	-0.07024663245207448
0.014126351421499274	1.87	-0.07044103510519173
0.014165445777783668	1.87	-0.07063597573571961
0.014204648326809987	1.87	-0.07083145583226676
0.014243959367999158	1.87	-0.07102747688756408
0.01428337920160077	1.87	-0.07122404039846766
0.014322908128695352	1.87	-0.07142114786597603
0.014362546451196636	1.87	-0.07161880079524378
0.014402294471853979	1.87	-0.0718170006955828
0.014442152494254507	1.87	-0.07201574908048028
0.014482120822825538	1.87	-0.07221504746761367
0.014522199762836894	1.87	-0.07241489737885803
0.014562389620403189	1.87	-0.07261530034029556
0.014602690702486295	1.87	-0.07281625788223324
0.0146431033168975	1.87	-0.07301777153920515
0.014683627772299986	1.87	-0.07321984284999836
0.014724264378211156	1.87	-0.07342247335764897
0.014765013445004957	1.87	-0.0736256646094646
0.014805875283914386	1.87	-0.07382941815703516
0.014846850207033682	1.87	-0.07403373555623723
0.01488793852732082	1.87	-0.07423861836725368
0.014929140558599886	1.87	-0.07444406815458546
0.01497045661556343	1.87	-0.07465008648705602
0.015011887013775002	1.87	-0.07485667493783005
0.015053432069671378	1.87	-0.07506383508442722
0.015095092100565088	1.87	-0.0752715685087257
0.015136867424646828	1.87	-0.07547987679698237
0.015178758360987839	1.87	-0.07568876153983937
0.015220765229542483	1.87	-0.07589822433234181
0.015262888351150493	1.87	-0.07610826677394428
0.015305128047539548	1.87	-0.07631889046852632
0.015347484641327708	1.87	-0.07653009702439986
0.015389958456025832	1.87	-0.07674188805433305
0.015432549816040184	1.87	-0.0769542651755484
0.015475259046674725	1.87	-0.0771672300097467
0.015518086474133714	1.87	-0.07738078418311009
0.015561032425524174	1.87	-0.07759492932631713
0.015604097228858357	1.87	-0.07780966707456366
0.01564728121305638	1.87	-0.07802499906756602
0.015690584707948544	1.87	-0.07824092694956827
0.01573400804427797	1.87	-0.07845745236937449
0.01577755155370312	1.87	-0.07867457698033961
0.01582121556880026	1.87	-0.07889230244039606
0.015865000423066166	1.87	-0.07911063041206132
0.015908906450920458	1.87	-0.07932956256245018
0.015952933987708286	1.87	-0.0795491005632889
0.015997083369702857	1.87	-0.0797692460909255
0.016041354934107983	1.87	-0.0799900008263533
0.016085749019060763	1.87	-0.080211366455202
0.016130265963634004	1.87	-0.08043334466777066
0.016174906107838904	1.87	-0.08065593715903505
0.01621966979262764	1.87	-0.08087914562865461
0.016264557359895942	1.87	-0.08110297178099261
0.016309569152485815	1.87	-0.08132741732512562
0.016354705514187984	1.87	-0.08155248397485527
0.01639996678974463	1.87	-0.08177817344872475
0.016445353324852002	1.87	-0.08200448747003258
0.01649086546616303	1.87	-0.08223142776683826
0.01653650356129009	1.87	-0.08245899607198737
0.01658226795880747	1.87	-0.08268719412310802
0.01662815900825416	1.87	-0.08291602366264578
0.016674177060136502	1.87	-0.08314548643785669
0.016720322465930807	1.87	-0.08337558420083588
0.016766595578086203	1.87	-0.08360631870851895
0.016812996750027103	1.87	-0.08383769172270236
0.016859526336156044	1.87	-0.08406970501005599
0.01690618469185635	1.87	-0.08430236034213488
0.01695297217349494	1.87	-0.0845356594953943
0.016999889138424883	1.87	-0.08476960425119887
0.01704693594498824	1.87	-0.08500419639584818
0.01709411295251878	1.87	-0.08523943772057467
0.01714142052134468	1.87	-0.08547533002156575
0.01718885901279143	1.87	-0.08571187509997696
0.017236428789184365	1.87	-0.08594907476195122
0.017284130213851598	1.87	-0.08618693081861341
0.01733196365112672	1.87	-0.08642544508611019
0.0173799294663516	1.87	-0.08666461938560274
0.017428028025879262	1.87	-0.08690445554329336
0.01747625969707652	1.87	-0.08714495539043245
0.017524624848326883	1.87	-0.08738612076333288
0.017573123849033367	1.87	-0.0876279535033943
0.017621757069621262	1.87	-0.08787045545709588
0.017670524881541107	1.87	-0.08811362847603327
0.017719427657271317	1.87	-0.08835747441692203
0.017768465770321172	1.87	-0.08860199514160647
0.01781763959523362	1.87	-0.08884719251708362
0.017866949507588117	1.87	-0.08909306841551627
0.017916395884003643	1.87	-0.08933962471423627
0.017965979102141344	1.87	-0.0895868632957783
0.01801569954070757	1.87	-0.08983478604787318
0.018065557579456742	1.87	-0.09008339486347997
0.018115553599194197	1.87	-0.09033269164078572
0.01816568798177926	1.87	-0.0905826782832305
0.018215961110127923	1.87	-0.09083335669951621
0.01826637336821593	1.87	-0.09108472880362634
